ap,ep,sinip,astar,iz
2.4166,0.2476,0.2337,0.143,0.08
2.8397,0.1486,0.2241,0.116,0
2.7131,0.1535,0.2893,-0.111,0.04
2.7275,0.0828,0.1677,0.059,0.06
3.0178,0.0791,0.1816,0.032,0.04
2.281,0.1329,0.1626,-0.022,0.01
3.1494,0.1016,0.2406,0.005,0.14
2.6683,0.1827,0.2202,-0.084,0.03
2.5857,0.0904,0.2544,0.13,0.06
3.0564,0.1002,0.19,0.032,0.02
3.0402,0.0411,0.162,-0.013,0.12
2.6073,0.0992,0.1746,-0.053,0.07
3.062,0.1409,0.1073,-0.107,0.05
3.1695,0.0379,0.1798,-0.067,0.06
3.2004,0.1032,0.2646,0.077,0.16
2.2165,0.1042,0.0611,0.17,-0.06
3.1801,0.1508,0.0179,-0.026,0.29
3.1766,0.1573,0.0109,-0.142,0.09
2.2764,0.0634,0.0698,-0.026,-0.02
2.5907,0.0868,0.2538,0.072,0.02
2.2908,0.069,0.1223,0.134,-0.18
2.5377,0.1712,0.0551,0.108,-0.11
3.0429,0.1804,0.1527,0.179,-0.15
3.3983,0.0485,0.0956,0.019,0.09
2.3528,0.0716,0.1059,0.139,-0.33
2.6679,0.1755,0.2357,0.161,-0.11
2.6106,0.1451,0.1542,0.233,0.05
3.1734,0.1673,0.0864,-0.111,-0.04
2.5794,0.0849,0.2598,0.139,0.01
2.9787,0.0898,0.1783,0.134,0
2.7663,0.1049,0.1502,-0.057,-0.06
3.0654,0.0733,0.1579,0.121,-0.03
2.9898,0.0543,0.1665,0.019,-0.03
2.2994,0.2044,0.18,0.134,0.03
3.0995,0.0636,0.1798,0.041,0.08
2.7643,0.1577,0.2515,-0.049,0.12
2.6054,0.1738,0.2389,0.134,0.02
3.1941,0.1005,0.2669,0.104,0.21
2.6475,0.178,0.2269,0.165,0
3.0197,0.0649,0.1757,0.081,0.07
3.0997,0.0888,0.1712,0.023,0.07
2.5576,0.1568,0.2338,0.228,0
2.2986,0.1926,0.1047,0.183,-0.04
3.1427,0.115,0.1096,-0.075,0.06
2.3145,0.0993,0.1247,0.152,-0.22
2.4144,0.1038,0.1113,0.25,-0.34
3.0968,0.1483,0.0274,-0.151,0.01
3.1863,0.0901,0.2055,0.13,-0.01
3.1286,0.1317,0.0382,-0.084,-0.22
2.8913,0.0763,0.0365,0.081,-0.05
3.1535,0.157,0.0951,-0.164,0.11
2.3851,0.1533,0.1268,0.12,-0.3
3.4248,0.0697,0.2498,-0.151,0.11
2.6733,0.1396,0.172,-0.053,0.08
2.9447,0.0806,0.2172,-0.111,0.15
3.1513,0.2318,0.1917,-0.026,0.06
2.5299,0.1107,0.1724,0.17,-0.04
2.7855,0.1335,0.16,0.049,0.04
2.976,0.0813,0.1757,0.036,0.03
3.1219,0.2284,0.1789,-0.062,0.07
2.728,0.1333,0.2292,0.143,-0.06
2.8027,0.223,0.2597,0.045,0.17
2.5495,0.1522,0.2652,0.054,0.03
2.6729,0.167,0.2035,-0.071,0.07
2.638,0.1487,0.225,0.179,-0.09
2.5867,0.1911,0.2493,0.09,0.07
3.1053,0.1539,0.0363,-0.093,0.07
2.4834,0.2049,0.0245,-0.16,0
3.1607,0.1,0.0997,0.001,0.12
2.793,0.1966,0.139,-0.124,0.11
3.1686,0.1327,0.1582,-0.133,-0.01
3.1167,0.1172,0.1099,-0.147,0.06
3.0169,0.0817,0.1854,-0.035,0.02
2.54,0.2256,0.121,0.018,0.09
3.1361,0.1499,0.1708,0.05,0.1
3.1943,0.0936,0.1974,-0.129,0.05
2.6188,0.1475,0.229,0.161,-0.01
2.6464,0.1206,0.2028,0.068,0.21
3.0622,0.0837,0.1706,0.081,0.05
2.9711,0.0831,0.1915,-0.044,-0.02
2.3748,0.2569,0.1172,0.005,0.09
3.0029,0.0414,0.1817,0.041,0.02
3.0454,0.1322,0.0229,-0.155,0.12
2.9356,0.0365,0.207,-0.138,0.06
2.417,0.1566,0.0291,0.116,-0.15
3.1399,0.2669,0.071,-0.017,0.07
3.1014,0.0296,0.0899,0.152,0.1
2.2937,0.1764,0.1043,0.188,0.06
3.0822,0.1484,0.085,-0.125,-0.04
2.6479,0.2109,0.1028,0.139,0.01
2.4428,0.1626,0.1115,0.156,-0.01
2.6415,0.1732,0.1588,0.103,-0.01
3.0326,0.0921,0.1937,0.049,0.04
2.7437,0.0397,0.1299,0.174,-0.04
2.5398,0.2402,0.1301,0.041,-0.06
2.6885,0.1686,0.2295,0.112,0.05
3.0226,0.0781,0.1774,0.045,0.02
2.608,0.228,0.2319,-0.111,-0.01
3.1018,0.1591,0.2989,0.215,0.07
2.6119,0.1734,0.2576,0.13,0.03
2.6971,0.1397,0.2242,0.184,-0.02
2.6004,0.1375,0.2375,0.023,0.02
2.3319,0.0983,0.1197,0.099,-0.25
2.5646,0.1726,0.135,0.103,-0.06
2.6899,0.1238,0.2185,0.166,0.04
2.9814,0.0548,0.1658,0.063,0.07
2.5632,0.0759,0.1654,0.223,-0.1
2.8741,0.0348,0.0465,0.063,-0.06
2.6119,0.1358,0.2301,0.116,-0.09
3.1792,0.2081,0.2528,-0.116,0.05
3.0006,0.0824,0.173,0.067,-0.05
2.7135,0.2393,0.1938,0.112,-0.14
3.1183,0.1762,0.1937,-0.067,0.05
2.4113,0.1905,0.2018,0.019,0.19
2.5452,0.1465,0.2201,0.121,-0.03
3.023,0.0656,0.1685,0.049,0.02
2.642,0.141,0.227,0.139,0.09
2.3506,0.2261,0.1437,-0.075,0.09
3.0427,0.0663,0.1573,0.023,0.11
2.5904,0.1732,0.1381,-0.071,0.09
2.6641,0.1524,0.225,0.134,0.02
3.1795,0.0676,0.1548,-0.089,0.08
2.7238,0.0349,0.2328,0.063,0.02
3.0753,0.1135,0.0307,-0.16,0.05
2.9288,0.0824,0.0349,0.063,-0.12
2.32,0.1801,0.1661,0.152,-0.05
2.1929,0.1432,0.0843,0.183,-0.05
3.0355,0.0745,0.1735,0.05,0
2.6705,0.192,0.0616,0.116,-0.06
2.568,0.1441,0.253,0.063,0.14
3.372,0.0321,0.2137,-0.044,0.11
2.3794,0.1365,0.1765,0.13,0.02
3.2064,0.1467,0.2401,-0.097,0.01
3.0112,0.0823,0.2054,0.094,0.04
2.9978,0.0798,0.1805,0.076,-0.01
3.1494,0.1016,0.2406,-0.013,0.14
2.6416,0.2291,0.2233,-0.067,-0.04
2.7624,0.2761,0.1669,-0.071,0.04
2.5643,0.137,0.2237,0.152,-0.05
2.5708,0.1608,0.2287,0.143,-0.04
3.0398,0.1259,0.1854,0.09,0.02
3.1797,0.2319,0.1949,-0.116,0.05
2.5946,0.0936,0.2502,0.107,-0.05
2.6868,0.1711,0.2021,-0.102,0.05
2.5393,0.1737,0.2356,0.112,-0.09
2.6565,0.1401,0.2237,0.161,-0.08
2.6416,0.2291,0.2233,-0.097,-0.01
2.5643,0.137,0.2237,0.152,-0.03
2.5708,0.1608,0.2287,0.125,0
2.9715,0.0922,0.2193,-0.129,0.12
3.1183,0.1762,0.1937,-0.026,0.03
3.206,0.1707,0.2135,-0.115,-0.1
3.0909,0.2921,0.2855,0.188,-0.04
2.679,0.1536,0.2242,0.157,-0.11
3.0178,0.0791,0.1816,0.014,0.1
2.281,0.1329,0.1626,-0.089,0.09
2.7624,0.2761,0.1669,-0.076,0.03
3.1068,0.0282,0.2172,-0.062,0.11
3.1286,0.0459,0.267,-0.057,0.04
3.0214,0.0895,0.1825,0.085,0.01
3.0627,0.0699,0.1757,0.116,0.11
2.7131,0.1535,0.2893,-0.08,0.09
2.5565,0.1035,0.2046,0.219,-0.12
2.5971,0.1635,0.2557,0.081,-0.03
2.9819,0.058,0.1742,0.103,-0.01
2.5475,0.1257,0.2712,0.112,-0.01
3.1012,0.2439,0.2706,0.161,-0.01
3.1745,0.0905,0.2317,-0.08,0.04
2.5362,0.0585,0.2579,0.094,-0.03
2.6193,0.144,0.2233,0.201,0.02
2.6264,0.1117,0.2089,-0.08,0.09
3.0279,0.0909,0.2333,0.103,-0.01
2.5945,0.1479,0.2249,0.09,-0.04
2.6777,0.1684,0.202,-0.093,0.04
2.5337,0.1014,0.2749,0.063,0.04
2.6892,0.1513,0.2199,0.161,-0.05
2.6847,0.2516,0.207,-0.084,-0.01
2.574,0.0949,0.2504,0.117,-0.01
2.7262,0.1537,0.2067,0.174,-0.01
3.182,0.0485,0.2688,-0.062,0.35
3.141,0.0655,0.162,-0.044,0.08
3.1424,0.1472,0.224,-0.098,0.04
2.237,0.1312,0.0879,0.13,-0.06
2.9352,0.0714,0.0361,0.049,0.03
3.1034,0.1663,0.0263,-0.129,0.06
3.0084,0.0797,0.1866,0.027,0.06
3.1792,0.1131,0.025,0.139,0
2.3762,0.19,0.0386,0.063,0.06
3.1657,0.1519,0.0407,-0.062,0.03
2.5805,0.1793,0.159,0.152,0.01
2.6687,0.2107,0.1336,-0.106,0.03
3.0879,0.0622,0.1663,0.049,0.03
3.0745,0.066,0.1611,0.041,0.02
3.1641,0.0861,0.1384,-0.058,0.1
2.2517,0.1418,0.1281,0.156,0.02
3.3759,0.0698,0.2163,0.032,0.07
2.3805,0.1496,0.0552,-0.182,0
3.0595,0.1436,0.1645,-0.026,0.06
3.0226,0.1322,0.028,-0.021,0.25
2.3847,0.1853,0.0394,0.134,-0.01
3.1665,0.1375,0.021,-0.16,0.06
3.1054,0.1548,0.0197,-0.133,0.04
2.8149,0.143,0.1201,-0.035,0.02
2.9869,0.0565,0.1846,0.076,0.02
3.1681,0.06,0.1631,-0.049,0.03
2.3994,0.1107,0.1104,0.139,-0.19
3.1444,0.1979,0.1304,-0.053,0.07
2.6651,0.113,0.2567,0.13,-0.03
2.2818,0.1064,0.1206,0.089,-0.23
2.563,0.138,0.2482,0.103,0
2.974,0.0734,0.1738,-0.017,0.06
2.8795,0.1125,0.1818,-0.071,0.07
2.3413,0.1021,0.0576,-0.164,0
3.1888,0.0936,0.1507,0.072,0.09
3.1117,0.0789,0.1285,-0.053,0.06
2.7836,0.1313,0.1605,0.081,-0.01
3.1576,0.1264,0.0208,-0.08,-0.01
2.9463,0.0361,0.2069,-0.124,0.09
2.3881,0.1043,0.0809,0.214,0.03
2.2473,0.1312,0.0558,0.214,-0.05
3.151,0.1561,0.0358,-0.129,0.02
3.1586,0.1735,0.0307,-0.16,0
3.2092,0.1498,0.0157,-0.107,0.08
3.1347,0.0559,0.1513,-0.12,0.13
3.0905,0.15,0.0428,-0.134,0.02
3.2288,0.062,0.1892,0.21,-0.06
2.9753,0.0824,0.1798,0.063,0.16
3.0576,0.1024,0.1803,0.027,0.1
2.5507,0.2573,0.1156,0.192,-0.1
2.6058,0.1362,0.2373,0.103,0
2.3956,0.0795,0.1048,0.183,0.02
2.5317,0.1425,0.0861,0.245,0.04
3.0493,0.0581,0.1601,0.099,-0.03
3.1305,0.1924,0.1046,-0.12,0
2.8875,0.0747,0.0362,0.098,-0.01
2.9816,0.0577,0.1952,0.04,0.05
2.3946,0.1899,0.0399,0.125,-0.04
2.8988,0.0376,0.0405,0.214,-0.01
2.5873,0.2347,0.2304,-0.093,-0.08
2.7905,0.1799,0.1518,0.152,-0.03
2.6572,0.1668,0.2183,0.165,-0.01
3.1912,0.1716,0.1285,0.081,0.16
2.2446,0.1477,0.0928,0.17,-0.03
3.0619,0.0412,0.1911,0.072,0
2.8881,0.0454,0.0374,0.116,0.01
2.5627,0.1479,0.2374,0.112,0.04
3.1944,0.0943,0.1891,-0.102,0.04
2.7118,0.107,0.2203,0.112,-0.05
2.4115,0.1754,0.0949,-0.053,0.11
2.8972,0.2613,0.1337,-0.04,0.08
3.0376,0.0572,0.1503,0.05,0.01
3.2004,0.1226,0.0854,-0.107,-0.06
2.4217,0.0716,0.1031,0.125,-0.53
2.6185,0.1937,0.1891,0.076,-0.05
2.7843,0.1958,0.1362,-0.164,0.01
2.5593,0.0973,0.1789,-0.089,0.1
3.0586,0.0768,0.1847,0.032,-0.02
3.0795,0.0273,0.14,0.188,-0.02
2.7411,0.1241,0.1113,0.206,-0.09
3.0743,0.073,0.165,0.045,0.02
3.0906,0.0894,0.2459,-0.084,-0.04
3.3644,0.0495,0.1494,0.068,0.12
2.5909,0.2941,0.1129,0.076,0.02
3.0905,0.15,0.0428,-0.125,0
2.287,0.1168,0.0802,0.165,-0.02
3.0554,0.0374,0.1734,0.045,0.04
3.1955,0.1446,0.0969,-0.04,0.11
3.1307,0.1687,0.1839,-0.04,0.05
2.5907,0.0671,0.1623,0.161,0
2.8988,0.0376,0.0405,0.174,-0.03
2.3787,0.2183,0.0923,-0.093,0.09
3.1748,0.1668,0.0949,-0.12,0.01
3.1379,0.1894,0.187,-0.062,0.02
3.1227,0.2028,0.2855,0.152,0.2
2.9866,0.0572,0.1738,0.054,-0.03
2.5409,0.0587,0.1582,0.116,-0.05
2.3787,0.2183,0.0923,-0.062,0.09
3.1307,0.1687,0.1839,-0.067,-0.08
2.5808,0.212,0.2471,0.023,0.1
3.1504,0.2458,0.2625,-0.164,0.08
2.7662,0.1827,0.1116,-0.107,0.07
2.8062,0.2066,0.1188,-0.098,0.01
2.9735,0.0954,0.1226,0.161,-0.05
3.0639,0.0921,0.1352,-0.017,0.07
2.9818,0.0787,0.1756,-0.062,0.02
2.6893,0.1511,0.234,0.072,-0.03
2.6753,0.1578,0.2193,0.17,0.01
3.1142,0.128,0.097,0.009,0.18
3.0134,0.0796,0.1789,0.063,0.04
2.6499,0.2193,0.2773,-0.174,0
2.4382,0.087,0.1283,0.152,0.02
3.1227,0.2028,0.2855,0.134,0.13
3.1262,0.0326,0.2837,-0.013,0.06
2.9961,0.1762,0.1834,0.121,0.07
3.1536,0.1546,0.2934,-0.044,0.01
2.9964,0.0786,0.1851,0.09,0.05
3.0507,0.1787,0.2542,-0.08,0.05
2.67,0.1668,0.2011,-0.093,0.05
3.086,0.1278,0.2102,-0.004,0.1
2.6268,0.1709,0.2294,0.152,-0.07
2.5563,0.2684,0.0462,0.17,-0.03
3.1591,0.1027,0.2308,-0.067,0.1
2.6441,0.0624,0.0917,0.085,-0.01
2.9197,0.067,0.1049,0.161,-0.01
2.6873,0.123,0.2193,-0.102,0.07
3.0587,0.058,0.1736,0.058,0.06
2.7877,0.1211,0.2257,0.148,0.08
3.1214,0.2015,0.2577,-0.093,0.05
2.7081,0.182,0.153,0.121,-0.01
3.0197,0.1001,0.1928,0.241,-0.04
2.7184,0.0765,0.2458,0.143,-0.04
2.2928,0.0393,0.2061,0.045,0
3.101,0.1654,0.2841,0.201,0.09
2.8394,0.0655,0.2906,-0.026,-0.01
3.1491,0.1961,0.1743,-0.062,0.08
3.2346,0.0999,0.1577,0.045,0.16
2.2478,0.1679,0.0867,0.121,-0.07
2.8511,0.1899,0.2312,0.045,0.05
3.1645,0.1359,0.1873,0.005,0.02
3.2306,0.1122,0.1527,0.068,0.15
2.893,0.2214,0.2613,-0.004,0.09
2.7905,0.1799,0.1518,0.179,-0.01
2.5551,0.0642,0.1136,-0.022,0.05
2.2517,0.1418,0.1281,0.219,-0.04
3.1424,0.1472,0.224,-0.035,-0.04
3.0433,0.1139,0.1577,-0.053,0.11
2.979,0.085,0.1806,0.058,0.05
3.1577,0.0753,0.1623,-0.071,0.03
3.1826,0.1752,0.237,-0.022,0.06
2.9999,0.08,0.1775,0.027,0.02
2.9651,0.0811,0.1902,0.001,0.03
3.1653,0.1788,0.1873,-0.048,0.22
2.7984,0.1297,0.1556,0.018,0.1
2.7708,0.126,0.1611,0.103,-0.09
2.8002,0.1856,0.1443,-0.093,0.01
2.9768,0.0601,0.171,0.054,0.03
2.6651,0.113,0.2567,0.116,-0.05
3.1348,0.0629,0.1441,-0.057,0.08
2.2651,0.1115,0.0854,0.165,-0.07
3.141,0.0975,0.17,0.036,0.18
2.4587,0.109,0.1054,0.196,-0.37
2.6757,0.1462,0.2241,0.125,0.03
3.0707,0.101,0.1862,0.059,0.02
2.8365,0.1726,0.2138,0.165,0.06
2.794,0.1958,0.137,-0.084,0.06
3.1376,0.2086,0.2515,-0.124,0.06
2.677,0.0203,0.1025,0.223,0.02
2.6237,0.205,0.1111,-0.085,0.07
2.9926,0.0636,0.2232,-0.089,0.15
3.0735,0.1236,0.1958,0.063,0.02
2.758,0.2518,0.1496,0.13,0.01
2.4028,0.0933,0.111,0.152,-0.17
3.2099,0.1575,0.2029,0.018,0.1
2.9915,0.0534,0.172,0.067,0.06
2.5692,0.1498,0.2271,0.17,-0.06
2.5652,0.1692,0.2245,0.161,0
2.5936,0.1008,0.2595,0.085,0.06
3.1124,0.2326,0.2662,0.019,0.15
2.8907,0.1199,0.1826,0.205,-0.09
3.0351,0.0702,0.1643,0.076,0.09
3.0867,0.0775,0.1656,0.014,0.04
3.1417,0.1256,0.2345,-0.085,0.01
2.5981,0.0575,0.2138,-0.071,0.09
2.961,0.0654,0.1817,0.014,0.03
2.6844,0.1566,0.2177,0.116,0.02
3.2417,0.0747,0.258,-0.013,0.17
3.1431,0.1945,0.2925,0.17,0.05
2.6524,0.1554,0.1618,0.032,0.04
2.9735,0.0954,0.1226,0.13,0.03
3.0639,0.0921,0.1352,-0.004,0.15
2.9818,0.0787,0.1756,-0.035,0.02
2.992,0.0752,0.1731,0.027,0.01
2.8445,0.0268,0.2561,-0.093,0.03
3.0394,0.0633,0.1728,-0.053,-0.02
2.6459,0.1625,0.144,-0.089,-0.06
2.5409,0.0587,0.1582,0.071,0.02
2.6441,0.0624,0.0917,0.138,-0.05
2.9197,0.067,0.1049,0.09,0.04
3.0587,0.058,0.1736,0.04,0.08
2.7877,0.1211,0.2257,0.143,0.09
2.3328,0.1022,0.1195,0.094,-0.11
2.5359,0.1907,0.1431,0.103,0.05
3.0885,0.0652,0.2655,-0.089,0.07
3.1939,0.0741,0.1711,-0.013,0.06
2.7936,0.1822,0.1678,0.201,-0.08
2.7138,0.1212,0.1539,0.179,-0.06
2.6753,0.1578,0.2193,0.112,0.01
3.0507,0.1787,0.2542,-0.058,0
2.6437,0.1991,0.1645,0.076,0.08
3.1016,0.063,0.1877,0.174,0.01
3.0969,0.2909,0.1778,0.018,0.17
2.9906,0.0628,0.1655,0.054,0.07
2.3719,0.0983,0.1158,0.12,-0.37
3.2061,0.0991,0.1777,-0.058,0.08
2.9944,0.0654,0.1522,0.058,0.04
3.3493,0.1047,0.1808,-0.062,0.08
3.1641,0.1665,0.2053,0.005,0.08
2.6086,0.1074,0.2345,0.206,0.08
3.2005,0.1405,0.2524,-0.093,0.04
3.0949,0.0809,0.2298,0.041,0.03
3.169,0.065,0.1633,-0.133,0.03
3.0559,0.0295,0.1582,-0.013,0.04
2.5834,0.1083,0.256,0.165,-0.06
2.8526,0.1204,0.2606,-0.044,0.05
2.2059,0.1643,0.0966,0.125,-0.02
2.7557,0.1758,0.159,0.072,-0.09
3.1056,0.0689,0.2478,-0.017,0.03
2.7784,0.1327,0.1591,0.081,-0.02
2.9897,0.0755,0.1796,0.014,0.11
2.7122,0.0377,0.1963,-0.044,0.04
3.1665,0.2587,0.2416,-0.093,-0.01
2.6248,0.0957,0.1947,0.072,-0.02
3.4032,0.0682,0.2449,0.21,-0.05
3.1449,0.1758,0.2377,0.156,0.02
3.0406,0.0653,0.1667,0.067,0.02
2.4247,0.0549,0.1093,0.201,-0.39
2.5653,0.1213,0.2416,0.174,-0.01
2.595,0.1562,0.2474,0.121,-0.02
2.724,0.0619,0.2253,0.147,-0.1
3.0493,0.0793,0.1845,0.031,0.03
2.6648,0.1125,0.1155,0.103,0.06
2.5975,0.1885,0.2377,0.246,-0.06
3.0685,0.0307,0.2482,-0.022,0.08
3.182,0.2417,0.2502,-0.16,-0.06
2.8,0.23,0.2874,-0.049,0.1
2.4282,0.0907,0.2,-0.04,0.09
3.0064,0.1335,0.1656,0.063,0.01
3.0069,0.0849,0.19,0,-0.01
2.5795,0.1427,0.0761,-0.076,0.06
3.0286,0.0924,0.1335,0.063,0.05
2.5497,0.1899,0.0543,0.05,-0.1
2.8694,0.0464,0.0319,0.089,-0.01
2.7959,0.283,0.1673,0.134,0.16
2.5559,0.1445,0.2742,0.103,-0.02
3.1854,0.0979,0.0197,-0.12,-0.04
2.7494,0.1319,0.2242,0.223,0.02
2.8559,0.0461,0.0367,0.099,0.01
2.4531,0.0698,0.0542,0.215,-0.17
3.231,0.0856,0.103,-0.08,0.06
2.5826,0.215,0.0845,0.09,0.01
3.1896,0.1311,0.224,0.081,0.15
2.5571,0.0746,0.1856,0.094,-0.1
3.1354,0.182,0.2372,-0.075,0.01
3.0969,0.2909,0.1778,-0.026,0.14
3.0086,0.1288,0.1853,0.027,0
3.1193,0.1648,0.2223,-0.088,-0.12
2.3812,0.1943,0.2,-0.04,0.01
3.0407,0.0857,0.1528,0.032,0.01
2.2009,0.108,0.069,0.04,-0.13
2.7547,0.2159,0.1483,-0.12,0.01
2.7673,0.1086,0.0571,0.116,0.07
2.9975,0.0806,0.1838,0.009,0
3.2055,0.1531,0.129,-0.071,0.1
3.1055,0.1731,0.0265,-0.129,0.02
3.0568,0.0371,0.1855,-0.138,0.07
2.8528,0.0505,0.0342,0.045,0.03
2.9188,0.0435,0.0376,0.05,0.01
3.0169,0.0177,0.1747,0.05,0.03
3.1641,0.1665,0.2053,-0.04,0.07
2.9688,0.0306,0.1678,-0.013,0.05
3.0569,0.1139,0.1576,-0.076,0.01
2.3526,0.1111,0.1135,0.165,-0.45
3.1928,0.1383,0.103,0.108,0.11
3.0192,0.0425,0.1765,0.01,-0.08
2.9117,0.0527,0.0357,0.067,-0.05
2.6661,0.1505,0.2109,0.107,0.03
2.8477,0.1188,0.0636,-0.133,-0.02
2.7424,0.2563,0.1541,0.156,0.04
3.1363,0.1332,0.0221,-0.098,-0.01
3.1126,0.1401,0.0199,-0.089,-0.03
3.1422,0.1555,0.0293,-0.124,0.02
3.1499,0.1537,0.024,-0.134,0.01
2.4193,0.2148,0.1101,0.12,-0.25
2.8525,0.0504,0.0359,0.009,0.01
3.1833,0.195,0.2531,-0.093,-0.01
3.1376,0.1462,0.0911,-0.102,-0.04
2.4647,0.1512,0.0884,-0.169,-0.06
2.9839,0.0858,0.1751,0.072,-0.03
3.169,0.065,0.1633,-0.053,-0.09
3.0559,0.0295,0.1582,0.027,0.02
2.7351,0.1285,0.2191,0.175,0
3.1765,0.0817,0.1435,-0.035,0.05
2.9663,0.0338,0.1641,-0.004,0.06
3.0083,0.2496,0.1628,0.072,0
3.1024,0.0361,0.1586,0.054,0
2.2087,0.1603,0.0589,0.112,-0.04
2.4134,0.1133,0.1149,0.085,-0.27
2.7405,0.0418,0.0933,-0.076,0.01
2.6469,0.184,0.2349,0.098,-0.06
3.004,0.106,0.0323,-0.169,0
3.0795,0.1676,0.0199,-0.116,-0.03
3.1796,0.1595,0.0338,-0.125,0.03
2.2457,0.137,0.083,0.107,0
3.1774,0.1731,0.0606,-0.147,-0.03
2.5184,0.156,0.0776,0.063,0.06
2.3227,0.1521,0.098,0.156,-0.32
2.37,0.1158,0.1163,0.112,-0.25
2.7406,0.255,0.1518,-0.053,0.01
3.0104,0.1372,0.1562,0.027,-0.29
2.2059,0.1643,0.0966,0.197,-0.1
2.7557,0.1758,0.159,0.081,0.01
3.0362,0.0491,0.1536,0.019,0.11
2.6059,0.2594,0.2175,0.147,-0.11
2.5891,0.1584,0.1987,0.112,-0.08
2.9697,0.0385,0.1648,0.107,0.1
2.6168,0.145,0.2381,0.161,-0.01
2.7924,0.2004,0.1362,-0.115,0.02
3.12,0.1724,0.1633,0,0.04
2.7728,0.1306,0.1581,0.129,-0.01
2.5384,0.1523,0.0882,0.125,-0.13
3.0357,0.1424,0.0454,0.107,-0.14
3.1813,0.1532,0.0188,-0.129,0.05
3.2096,0.1622,0.0231,-0.12,0.02
3.1403,0.1698,0.2769,-0.026,0.1
2.3048,0.1013,0.1184,0.183,-0.17
2.1696,0.1224,0.0756,0.125,-0.02
2.5887,0.0229,0.1553,-0.084,0.04
2.6676,0.1493,0.2244,0.192,0.02
2.3657,0.0788,0.0753,0.179,0.08
3.1956,0.0927,0.1052,-0.008,0.15
2.7694,0.1412,0.1562,0.063,0.02
3.049,0.2231,0.1888,-0.04,-0.05
2.5653,0.1213,0.2416,0.125,0.03
2.595,0.1562,0.2474,0.228,-0.04
2.724,0.0619,0.2253,0.152,-0.12
3.0493,0.0793,0.1845,0.049,0.06
3.0779,0.1157,0.1919,0.063,-0.06
2.9662,0.1106,0.1351,-0.062,0.08
2.7564,0.1162,0.1023,-0.026,-0.01
3.0831,0.0633,0.1578,0.156,-0.08
2.769,0.0756,0.0745,0.108,-0.1
3.0981,0.1579,0.0371,-0.133,-0.01
2.6169,0.1886,0.1546,0.028,0.12
2.9878,0.0993,0.0344,0.072,-0.08
3.0583,0.0883,0.0457,-0.098,-0.02
2.8793,0.0394,0.0395,0.032,-0.01
3.1017,0.0906,0.0558,0.09,0.14
2.3091,0.0882,0.1125,0.165,-0.29
2.5297,0.1962,0.2031,0.085,-0.06
2.7963,0.0476,0.0765,-0.107,0.03
3.1969,0.1921,0.2657,-0.08,0
2.6648,0.1125,0.1155,-0.084,0.05
2.6842,0.1581,0.2236,0.156,-0.08
3.1483,0.1233,0.2363,-0.03,0.04
3.1092,0.1233,0.2371,-0.035,-0.03
3.1908,0.0668,0.2885,-0.04,0.05
3.1944,0.0972,0.2895,-0.022,0.13
3.1891,0.1107,0.2954,-0.093,0.11
3.0478,0.066,0.189,0.023,0.05
2.9848,0.0817,0.1753,0.01,0
2.4444,0.1625,0.1794,0.139,-0.02
2.581,0.0853,0.2517,0.165,0.03
2.3388,0.197,0.0859,-0.071,0.07
3.1685,0.1175,0.0773,-0.057,0.09
2.4115,0.1754,0.0949,-0.075,0.1
3.1944,0.0943,0.1891,-0.067,0.05
2.317,0.0661,0.1266,0.161,0.02
3.0808,0.0196,0.1461,0.032,0.03
2.6178,0.184,0.0469,-0.133,0.02
2.6441,0.0624,0.0917,0.232,-0.13
2.6639,0.1402,0.2299,0.108,0.01
2.759,0.0338,0.0538,0.21,-0.03
2.3657,0.1535,0.0542,-0.08,0.02
2.7118,0.107,0.2203,0.13,-0.06
2.8894,0.1109,0.0702,0.125,0.13
3.0906,0.0894,0.2459,-0.058,0
3.1717,0.1182,0.2706,-0.022,-0.02
3.1847,0.08,0.2778,-0.129,0.1
2.9175,0.2375,0.2299,-0.031,0.02
2.6015,0.0919,0.2533,0.13,-0.03
3.1283,0.2111,0.2859,0.166,0.06
2.7871,0.1598,0.2482,0.094,0.16
3.1643,0.0719,0.2278,-0.098,0.14
2.9921,0.0796,0.1858,0.054,0.02
3.1546,0.1093,0.184,-0.044,0.06
3.0618,0.1066,0.1868,0.071,0.01
2.6559,0.1625,0.2203,0.21,-0.08
2.6336,0.1807,0.1631,-0.116,-0.02
2.3734,0.1252,0.1414,-0.067,0.03
3.4079,0.1,0.1811,0.152,-0.04
3.1153,0.114,0.1976,-0.058,0.13
2.7708,0.1309,0.1621,0.138,-0.02
3.1679,0.088,0.2065,0.691,-0.06
3.0922,0.0691,0.1796,0.045,0.09
3.0361,0.0687,0.1718,0.05,-0.03
2.9875,0.0811,0.1878,-0.102,0.05
2.8946,0.1329,0.2593,-0.08,0.07
2.9931,0.0689,0.1721,0.076,0
3.0421,0.0939,0.1921,0.041,0.03
2.5593,0.069,0.2446,0.152,-0.04
3.0943,0.0819,0.2191,0.059,0.11
3.1222,0.1871,0.2923,0.179,0.07
2.6361,0.0743,0.2627,0.179,0.01
2.5684,0.1652,0.21,0.005,0.05
2.2374,0.1457,0.122,0.103,-0.14
2.3924,0.1606,0.0961,0.107,0
2.7297,0.088,0.0881,-0.084,0.02
2.8134,0.0867,0.082,0.112,-0.03
2.5373,0.1338,0.0838,0.103,0.03
